Screen Name, Description, User ID, Followers Count 
GrantCole91, "SEO and Content Specialist. I implement online strategies that focus on using honesty and authenticity to build a company's reputation. See my website for more.", 2433704251, 249 
dikshajain2897, "《struggling commerce graduate》«!πd!v!dù@l!$±!©» «$@®©@$±!©» «møød¥»", 3247946581, 198 
ScopeBetter, "SCOPE is a cloud-based business tool that automates the costing, resourcing and management of agency projects and retainers using big data, instantly.", 4145136873, 144 
JamesRowlandXD, "YouTuber. https://t.co/yieaKhIr6G", 3228018257, 598 
NavInfotech, "Nav Infotech is an IT #Software Company. It is established in 2012 with a mission of giving best solution for #Website #Designing & #development services.", 3229669927, 259 
OlGarmash, "", 3586111096, 468 
ccbtraining, "Cornwall College Business #CCB professional training & apprenticeships for businesses in the #SouthWest. Follow us for funding updates upcoming events & courses", 256005133, 1895 
josepal59, "", 286213203, 3113 
tweet_steff, "❤ #Digital #social #sailing #SouthAfrica #entrepreneur #netinteract #VoIP #inboundmarketing #advertising #brandmanagement", 53499033, 261 
Daniel_Cohen, "Devoted husband and father, Aficionado of all things data and recruitment marketing  #bigdata #search #socialmedia", 22345903, 335 
Gabymedinaarcay, "Futura Ing. En Informática, me apasiona aprender cada día, amante de las frases de inspiración… Siempre Regalando Sonrisas :D", 1450287758, 2066 
thangcdn, "", 770988563265495040, 1160 
Hatbacker, "Official account of Hatbacker. Great for brand awareness. Customize to show support and draw attention to what matters to you. info@hatbacker.com", 1936395961, 37 
jeffsieh, "Creative brain for hire • visual storyteller • social media consultant • speaker • humorist • http://t.co/bMJ5amhn9a", 21767419, 5015 
David_CxC, "🔸Famous af ,not really, but I'm going to be one day, I think
🔸trusted by young metro
🔸i have my dick out for Haramabe", 3339639171, 931 
Meant2bfanpage, "Meant2B is the new sexiest sound in the Midwest  with an old school 90's R&B feel  .They have worked with Usher ,Young joc and Ray Lavender just to name a few", 1709027479, 1516 
iHealthCompare, "#HealthInsurance Blogs", 771645838154010624, 5 
newhorizon821, "New Horizon Funeral Chapel And Cremation
821 13TH Street
Saint Cloud, Florida 34769
Offering full Traditional Burial, and Cremation Services.
Family Owned", 1691622762, 764 
Joybee16, "music Celebrity News Cute animals Actors & Actresses TV Shows TV Shows Entertainment", 738974994408083456, 125 
DigCurS, "Digital Currency Summit a series of conferences about Digital currencies. Next: Capital Markets. Brussels 29/06/16.", 2381994510, 626 
NQDigitalEssex, "Reach over 1 million users in a month by advertising online in the Echo,Daily Gazette and much more. Online advertising provides more response and less wastage.", 2296305669, 898 
cpestrepeller, "https://t.co/bLDT0Z1WbX", 764000144320663553, 552 
chrija, "Internet entrepreneur turned #saas investor. Partner at @pointninecap. Investor in @zendesk, @geckoboard, @chartmogul, @vendhq, @algolia, @typeform,...", 273383, 15883 
digitalrisks, "We're the first insurance provider to focus 100% on the needs of digital businesses #startups #insurtech", 2714307057, 2185 
ElizabethAyind1, "", 771458054156066817, 2 
Stef_SuppCom, "Digital Inclusion Officer. Love all things techy. Views are my own. 😄", 4420319607, 108 
fcocanyete, "How to succeed been a #Solopreneur | #Lifestyle |#Entrepreneur | #freelance | #Traveller | Blog → https://t.co/YafpZ95oMp | #Instagram → https://t.co/xLjjc4f8qp", 388981312, 31332 
NickSutton1985, "EOC / RRV Operations Manager, North West Ambulance Service. CQC Specialist Advisor", 292178721, 665 
mentorithm, "https://t.co/Gl3EzT9z4v | Online mentoring for SEO, PPC, digital marketing and web analytics.", 705795685392773121, 99 
TechOrchestrate, "Orchestrate is a US based business process management organization with Headquarters in Dallas, Texas.", 4574585059, 2183 
PancakeComms, "Full Stack Social Media Management. 2 x professional chatterboxes. #Belfast #northernireland  hello@pancakecommunications.co.uk", 744314794929446912, 120 
najatjamel, "", 3396122211, 252 
Targetoo1, "Targetoo is a full-service, technology-driven, mobile agency.We are specialists in the field of Mobile Marketing/Mobile Advertising.", 2371656264, 162 
hkeskin1982, "Dün Tecrübedir, öğren...
YarınTahmindir planla...
BugünFırsattır kullan!", 325620216, 915 
RamifyCreative, "Founded by @thezoelai #CreativeDirector Specialized in Online & Offline Creative Design & Marketing Solutions: We build your brand!!! Call us 1300 883 138", 759709437779070980, 377 
SPAtInnovations, "Passionate runner & digital marketing pro, currently @BoschSI, interested in #Industry40 #IIoT #IndustrialInternet #IoT #SmartGrid #SmartCities Views are my own", 18977608, 433 
meryzolivera, "Marketing & Recruitment Coordinator at @fiueli. Int'l Business. Recruitment. Digital & Social Media. Art. Community. Live simply, give generously.", 4069623388, 737 
gindesi, "Don't overthink, just hope it's right", 295847025, 93 
ravimakwana25, "", 2899017409, 421 
staimusic, "Are you bored to hear low profile music? Discover new music, listen selected sounds, get the music to travel you through years and fantastic worlds.", 2905040933, 1104 
VitalityDoctor, "Stressed to the max? Overwhelmed by cancer diagnosis, yours or a loved one? Conquer Cancer & Get Your Health Back TODAY! 888-305-1495 (24/7 Live Concierge Care)", 23029337, 7532 
Ashi_Raje, "#Educationist #Advertiser #Digitalmarketing #Contentmarketing", 770581932862234625, 288 
vinaypuri007, "Founder & CEO @rednewswire_in India's top Content publishing & PR distribution platform. Publish your news to 5k+ news channels across the globe.", 764010314538954752, 372 
kaztas, "「まじめか。」でお馴染み、PCボーイ・村松和孝の公式メインアカ。ネットを中心に様々なビジネスを遂行なう。 公式LINE https://t.co/LPjIoirlbc その他のメディアへは公式サイトや定期告知から飛んでください。", 154447914, 41061 
owordsmith1, "writing your blogs and your social media so that you can do what you best.", 753315969301303298, 62 
vincent_cbg, "Copywriter | Content Specialist | Digital Marketer. Content Manager DACH @ Axis Communications in Munich, Germany. All thoughts and views expressed are my own.", 712758940006744065, 326 
Disclosure1, "", 244622930, 94 
iggypintado, "Developing Practical Business Strategies that Deliver Valuable Outcomes. Head of Marketing at SAS Australia and New Zealand", 8299792, 50775 
blissedoutbetty, "Bath bombs, gifts and more! #gifts #bathbomb #soap #bliss #bath #candles #massage #shavingsets", 741306294208958464, 244 
SakuValkama, "Passionate about bringing back human touch into recruitment. #CandidateExperience #EmployerBranding #RecruitmentMarketing CEO & Co-founder @TalentAdore", 2797789035, 1161 
EPaZbgOxoYmI6i3, "เล่นเกม", 768300844387151872, 88 
LopezBailey1, "Get Fit -Health & Fitness Starts Here Join The Team! https://t.co/qPDHUUSCkY lopezbailey10@yahoo.com", 771045660363599872, 864 
AndyMacRecruits, "Social #recruiter, #talent & #employerbrand guy for @SageUK tech teams. Runner, Dad & Dog owner. Enjoying the ride. (Views my own).", 2650771524, 3724 
Mebens77, "Life is not a race!", 768352491578810368, 64 
Enybull, "Induced vomiting addict.", 574581968, 2839 
dealmirror, "At Deal Mirror designers can get a great resource, which includes web banners, wordpress free plugins and POS softwares. Get amazing limited time offers.", 3245867618, 255 
review_squirrel, "Hi I'm Matt! I help small businesses, startups and online entrepreneurs find the best tools for running or growing their website, blog or online shop", 4417064052, 1771 
artscambodia, "Cambodian art stretches back centuries to ancient crafts. Traditional Cambodian arts and crafts include stone carving, ceramics and Painting-making....", 4223683874, 442 
YsmayWalsh, "Yoga teacher + biz coach. Helping purpose driven entrepreneurs create their Prosperous B.I.Z. In love with coffee, yoga, Downton Abbey, and gangsta rap.", 9039982, 3349 
Impressico, "We help companies acquire an edge using information technology #Outsourcing #Softwaredevelopment #MobileDevelopment #QA #SocialMedia #BPO #Websitedesign", 372341266, 672 
fbfacecom, "https://t.co/qlk3SMSeOA    https://t.co/8121F3CSlU https://t.co/MqajEcx3jj", 770341504791568385, 45 
fbpussycom, "https://t.co/MqajEcfsrL https://t.co/kD7ZKaG6cd", 770330754354188289, 182 
hrishi8879, "", 1006098745, 14 
AshleyRCole1, "", 714969921973825540, 218 
glenncohen, "It is my purpose, passion and privilege to work with individuals, couples and businesses  to achieve relationships within themselves and with others.", 15723223, 511 
haveapartytv, "It’s a show where “American Idol” meets a political revolution. SO YOU WANT TO HAVE A PARTY will give new hope through entertainment, comedy & social media", 771480045546147841, 159 
Tuti15579693, "", 771564870093287425, 15 
LishuneMahone, "Mantra: If you brand it and engage your publics, they will come. Marketing / PR hybrid. Entertainment, TV/ TV News, Pop Culture Junkie.", 763074977729945600, 116 
CrossNorthwest, "Cross Northwest is a merger and acquisition (M & A) advisory firm with offices in Seattle, Park City & Denver.", 2358419778, 137 
JasminFi92, "Student of International Communication; love #food #hiking #music and #dancing; lifestyle blogger", 550998962, 41 
TheJudernaut, "Sales Coach at Progrexion, that aims to motivate, inspire, uplift, and coach! I love sales, and being an entrepreneur. stay hungry!", 3033898177, 335 
MaidsbyTrade, "For service appointments https://t.co/69ytHcnxf1 #AwardWinning #MaidService Manage a #CleaningService? Let's talk! Get your own #CleaningFranchise for under 10k.", 369898193, 9943 
Herrera495ph, "I do not take a look at messages on Twitter, so please text me on Snapchat nick: baby199x if you would like to chitchat as well as share photos", 766494205124411392, 72 
SunilAhrodiya, "M blogger and done M.Sc physics", 770297783131734016, 9 
DAMorello, "", 10321542, 196 
josias_rodrigue, "sigueme y te sigo, pasa el pack papu :v", 384047093, 1379 
artphilover, "Actor/artist/publisher/writer", 68224146, 1082 
tomahawktt, "事故照会かよ　見りゃわかるだろ", 765584526, 1361 
michelle13_30, "👑Ríe hoy.👀  llora mañana❤", 763473890383462400, 245 
SydBizNet, "Winner: Top 100 Small Business Influencers Award | Business Networking | Small Business | Entrepreneur | Marketing | Relationship Building | Events & Expos", 398437134, 3143 
malexp, "Apasionado por el #Marketing y el #Turismo Director de #Marketing de @latintrails en #Ecuador #Inboundmarketer #ContentManager #Blogger #HubSpotCertified", 108360935, 258 
RubenCruz_CPA, "Managing Director at PrimePoint CFOs | I Help Digital Marketers Build Wealth & Value Through Their Business", 33317647, 211 
nainajerath, "Founder @techbonza.Tech Blogger. Website Designer. People lover. Hot tea addict. Die hard cricket fan.Techie at heart! Facebook pager https://t.co/BHo80zOF9R", 1491161756, 331 
MoninderSingh13, "", 745473466942390277, 550 
AponmadeO, "An entrepreneur with global vision. A social observer and analyst. Trade marketing & Channel development expert, as well as a reader.", 476045518, 292 
DESiGNiN_BLOOM, "D.I.B. is always blossoming, producing fresh and appealing visual solutions that stun. If you can imagine it, we can design it. Find us on FB, LI and G+!", 326770252, 215 
KirstinLynde, "#Leadership maven; idea addict; bearer of novel, measureable #learning solutions; #Wharton, #Bain, Principal, Catalyze Associates", 417027035, 10979 
hessari_marcela, "My name is Marcela Hessari I am artist on fine art America if you want two see my abstract paintings go two fine art America Marcela Hessari abstract art", 761905436886982656, 1301 
DenRepublican, "Fighting for Life, Liberty, and the Pursuit of Happiness one tweet at a time. #Conservative #GOP #Republican #COLeg #COPolitics #tcot #pjnet #2A", 3241588123, 803 
emdileo, "@HubSpot Agency Partner Strategist with approximate knowledge of many things.", 48158607, 1599 
jmkg95, "A man like any other, only more so. Texan. Conservative. Attorney.", 93300250, 1288 
DennisPolhill, "quiet, humble, unpretentious, yet bold outspoken and verbose ... in short an enigma in his own mind.", 16206218, 7918 
blesskeithe5th, "#Mom| #Beauty| #Health and #Food fanatic| #Fashion & #Fitness enthusiast| #Mompreneur", 751521089273024512, 19925 
All_Social, "Helping leaders, publishers, realtors, wineries & growing brands navigate and master social media & digital marketing https://t.co/2TGeLGRtYT", 126515793, 10175 
GMitakides, "Salus populi suprema lex esto
Let the welfare of the people be the supreme law
(Ciceron)

La vita e' bella

Civil Engineer, NTUA 1980", 330196261, 8587 
RussellClarkNHS, "Working at the Onecare Consortium as a Project & Service (Delivery) Manager covering Bristol, North Somerset and South Gloucestershire.", 2164713541, 790 
ksty61, "", 3379829644, 8 
Franchise_Maven, "Expert Franchise and Financing Consultant helping entrepreneurs, professionals looking to transition to the Franchise and Business world. Call me: 361-772-6401", 3420604127, 378 
Singer103, "Focus on Water, Wastewater, Biometric & MegaMetric Practices with Science, Engineering,IOT, Innovation, Compassion w Passion.", 134856164, 1735 
Kelsye, "Author. Publisher. Runner. Car singer. Sudoku GENIUS. Tech Startup Founder. @AvastaPress Creator. Hopelessly happy. #BookLush #sailboat", 14400622, 127750 
FD_Transcripts, "Forever Dreaming has thousands of episode transcripts for hundreds of current or popular TV shows!", 3121196236, 104352 
junjun3732, "爽やかな笑顔を素敵に表現 コーディネーターjunjun Junjunの表情筋エクササイズ教室開催中 滋賀・京都・大阪を中心に開催しています。ご要望があれば 日本全国どこにでも伺います
https://t.co/vODAppX4l0", 2921340583, 2096 
